"createdAt","domain","shortCode","shortUrl","longUrl","title","tags","visits"
"2025-02-18T18:48:30+00:00","xpri.dev","htf-gemini","http://xpri.dev/htf-gemini","https://docs.google.com/presentation/d/e/2PACX-1vRDwS4uMOuH_cuOi0FwG995y2T9J7AFUHTaSilDLHFo7ahDg-Wz52d5EcrdW8dOAGydBYUYEHSZ49Vi/pub?start=false&loop=false&delayms=3000","htf-gemini","",1
"2025-02-18T18:48:29+00:00","xpri.dev","slm-ollama-genkit","http://xpri.dev/slm-ollama-genkit","https://docs.google.com/presentation/d/102KblIuE7U2SmkxA-QEGvJ9hyk0kOvvzTpjKfAVe9gs/pub?start=false&loop=false&delayms=60000","slm-ollama-genkit","",9
"2025-02-18T18:48:29+00:00","xpri.dev","goroutines-cognition","http://xpri.dev/goroutines-cognition","https://docs.google.com/presentation/d/1LTMcC3GsZUXpemmfb4Sj4mN8yNV93H4nP5RC-O2V6jM/pub?start=false&loop=false&delayms=60000","goroutines-cognition","",2
"2025-02-18T18:48:28+00:00","xpri.dev","gemini-as-a-backend","http://xpri.dev/gemini-as-a-backend","https://docs.google.com/presentation/d/1kHpsWUk-rVHwjRLwQwIuukqaKRHwNXyKnAY72AIcP7Q/pub?start=false&loop=false&delayms=60000","gemini-as-a-backend","",0
"2025-02-18T18:48:28+00:00","xpri.dev","gemini-fn-calling","http://xpri.dev/gemini-fn-calling","https://docs.google.com/presentation/d/e/2PACX-1vQ2qfHWshJsX50k-U-RiKzWfxabuHxwIN1CsGrgm3lD2bd6sesDT7xfnXVRSDJQunhcg7m2a1f3NPWO/pub?start=false&loop=false&delayms=60000","gemini-fn-calling","",1
"2025-02-18T18:48:27+00:00","xpri.dev","serverless-ai-agents","http://xpri.dev/serverless-ai-agents","https://docs.google.com/presentation/d/e/2PACX-1vQ9MkEma8eTh8AlfnIJj-1RkxZIHxN3T6bocXo4bEoSU7RMPWjJ_F5GB6OCdkh3ceL1Ii1FR2akbbgR/pub?start=false&loop=false&delayms=60000","serverless-ai-agents","",0
"2025-02-18T18:48:26+00:00","xpri.dev","hello-firebase-genkit","http://xpri.dev/hello-firebase-genkit","https://docs.google.com/presentation/d/e/2PACX-1vQv-R9HUkfihx8DTc37QfUBcxEwsk90XZTUMAJPaKRzYT6Vq2aAYZL8TDdVlKEyjbIlad5AZjHJKreN/pub?start=false&loop=false&delayms=60000","hello-firebase-genkit","",0
"2025-02-18T18:48:26+00:00","xpri.dev","dmcon24","http://xpri.dev/dmcon24","https://docs.google.com/presentation/d/e/2PACX-1vQ-NTRhjj5i-9xJFkrUiUTsuhxbD3Qgm687QKYa_P1wp3X3Gk9tKXRs_fC68GZ80uYiDw1MA64WiVQk/pub?start=false&loop=false&delayms=60000","dmcon24","",10
"2025-02-18T18:48:25+00:00","xpri.dev","faya-next-in-ai","http://xpri.dev/faya-next-in-ai","https://docs.google.com/presentation/d/e/2PACX-1vRp0EnMwPXdI6QbytT2O6YKfsNEZ_SPQgrfD9sS6B6ho7sTSIUoFDJla1ciGWY1hrrg1d7xoSq1xI03/pub?start=false&loop=false&delayms=60000","faya-next-in-ai","",0
"2025-02-18T18:48:25+00:00","xpri.dev","callchimp_demo_requests","http://xpri.dev/callchimp_demo_requests","https://api.dialsense.io/stardeck/query?query=c2VsZWN0ICogZnJvbSBwdWJsaWNfZGVtb19kZW1vcmVxdWVzdA==","callchimp_demo_requests","",0
"2025-02-18T18:48:24+00:00","xpri.dev","hacking-with-gcp-2024","http://xpri.dev/hacking-with-gcp-2024","https://docs.google.com/presentation/d/1tVAgBtHGprgdhNK4scVrLpBnY0pP2_kHg38C0HSfYmM/edit","hacking-with-gcp-2024","",0
"2025-02-18T18:48:24+00:00","xpri.dev","indicvarna-100k","http://xpri.dev/indicvarna-100k","https://huggingface.co/datasets/dynopii/IndicVarna-100k","indicvarna-100k","",0
"2025-02-18T18:48:23+00:00","xpri.dev","randomness","http://xpri.dev/randomness","https://xprilion.com/how-much-randomness-do-you-really-need/","randomness","",0
"2025-02-18T18:48:22+00:00","xpri.dev","gemini-function-calling-chromadb","http://xpri.dev/gemini-function-calling-chromadb","https://github.com/xprilion/gemini-function-calling-workshop/blob/main/GeminiFunctionCallingWithRAGChromaDb.ipynb","gemini-function-calling-chromadb","",1
"2025-02-18T18:48:21+00:00","xpri.dev","OpenSourcePrograms","http://xpri.dev/OpenSourcePrograms","https://github.com/tapaswenipathak/Open-Source-Programs","OpenSourcePrograms","",0
"2025-02-18T18:48:20+00:00","xpri.dev","audio-ai-introduction","http://xpri.dev/audio-ai-introduction","https://docs.google.com/presentation/d/e/2PACX-1vRrYKu7agi0J47l3Xc5BiYcLhPCJfNKngKQmo6tL0D0ljK-41EyyoDa-0R-6d7ZDZ6OOelqRsvAW3AQ/pub?start=false&loop=false&delayms=60000","audio-ai-introduction","",0
"2025-02-18T18:48:20+00:00","xpri.dev","alternatives-to-blockchain","http://xpri.dev/alternatives-to-blockchain","https://docs.google.com/presentation/d/e/2PACX-1vTEgOTQSoTmiH6BpDEU3pyr-Mxwxt3uEPSsLdeHkuPURp1lUMa2gdNK_92JmvPwxRgeQ6RRhNuzOi2s/pub?start=false&loop=false&delayms=60000&slide=id.p1","alternatives-to-blockchain","",0
"2025-02-18T18:48:19+00:00","xpri.dev","book-mob-dl","http://xpri.dev/book-mob-dl","https://www.packtpub.com/data/mobile-deep-learning-projects","book-mob-dl","",0
"2025-02-18T18:48:18+00:00","xpri.dev","build-your-easycard","http://xpri.dev/build-your-easycard","https://docs.google.com/presentation/d/e/2PACX-1vRCO5t71t3s27yJJruDrTVga7uQu7UHvHCa1_4DrgeY2kC3VpBgEplDjFRXMMX3TiK0-ylDeX6_gXrO/pub?start=false&loop=false&delayms=60000","build-your-easycard","",18
"2025-02-18T18:48:18+00:00","xpri.dev","book-web-dl","http://xpri.dev/book-web-dl","https://www.packtpub.com/data/hands-on-python-deep-learning-for-web","book-web-dl","",0
"2025-02-18T18:48:17+00:00","xpri.dev","dscomg","http://xpri.dev/dscomg","https://docs.google.com/presentation/d/e/2PACX-1vQvG-uHWMok73Om49GGBMR-lMdJ2IxAWi4Lga8dGVHrfcpBuKVtXNSnrZZVB-fYyFLiMsSRv3oFmxIP/pub?start=false&loop=false&delayms=60000","dscomg","",14
"2025-02-18T18:48:17+00:00","xpri.dev","diy-sentibot","http://xpri.dev/diy-sentibot","https://docs.google.com/presentation/d/e/2PACX-1vTELeDZLe5WEHJyPAQTeGBCEDik54EIDYYbTb-8ZusMwMZuJQIKqfxdWGwkojL2pl2bbUw5vogfc2dv/pub?start=false&loop=false&delayms=60000","diy-sentibot","",16
"2025-02-18T18:48:16+00:00","xpri.dev","gdg-jammu-audio-ai","http://xpri.dev/gdg-jammu-audio-ai","https://docs.google.com/presentation/d/e/2PACX-1vRNObBsSIj4qcLLnS_591SQjwG5cAaJ87kmVswP7xhKXXpjXj2pwPiZ6CEgB_FF-bKdlak22I0_3g70/pub?start=false&loop=false&delayms=60000","gdg-jammu-audio-ai","",11
"2025-02-18T18:48:15+00:00","xpri.dev","latest","http://xpri.dev/latest","https://xprilion.com/divide-vs-unite/","latest","",0
"2025-02-18T18:48:15+00:00","xpri.dev","gsoc2022","http://xpri.dev/gsoc2022","https://docs.google.com/presentation/d/e/2PACX-1vTwk3r4ta1fsQy_vsIt6nDY7MIgXOUhUEIQtrNr0SBqDV6ucFqFo5jfj3JPr1ZMjwm9cBJRtAzWF-1I/pub?start=false&loop=false&delayms=60000","gsoc2022","",13
"2025-02-18T18:48:14+00:00","xpri.dev","oneapi_github","http://xpri.dev/oneapi_github","https://github.com/xprilion/binary_swarm_optimization","oneapi_github","",0
"2025-02-18T18:48:14+00:00","xpri.dev","linear-tree-models","http://xpri.dev/linear-tree-models","https://docs.google.com/presentation/d/e/2PACX-1vSWiYkjyq0G4BttlMBGx1T_f1dnSogrFykFEAQ-l2sSUzjYC17tBNcETSI51s9b0ouKm-X-InXWJH3J/pub?start=false&loop=false&delayms=60000","linear-tree-models","",13
"2025-02-18T18:48:13+00:00","xpri.dev","proposal","http://xpri.dev/proposal","https://drive.google.com/file/d/1c-nqgm54pIvm_YQKJ4SohLUV6iKGGYH6/view","proposal","",0
"2025-02-18T18:48:13+00:00","xpri.dev","open-source-benefits-opportunities","http://xpri.dev/open-source-benefits-opportunities","https://docs.google.com/presentation/d/e/2PACX-1vRHTR8SPHBkbZQyFpg_sS4YoswrQYIln9FZLz3jwoCSGULTnZNj5Oxj4MWixRgatx2Qou5ZmJYnhQwU/pub?start=false&loop=false&delayms=60000","open-source-benefits-opportunities","",0
"2025-02-18T18:48:12+00:00","xpri.dev","resume","http://xpri.dev/resume","https://drive.google.com/file/d/1lJjz5frWKlsghveue3HCdvbU_YPgG6Pe/view?usp=sharing","resume","",0
"2025-02-18T18:48:11+00:00","xpri.dev","talks","http://xpri.dev/talks","https://xprilion.com/talks","talks","",7
"2025-02-18T18:48:11+00:00","xpri.dev","sentibot","http://xpri.dev/sentibot","https://github.com/xprilion/SentiBot","sentibot","",5
"2025-02-18T18:48:10+00:00","xpri.dev","woc2020","http://xpri.dev/woc2020","https://docs.google.com/presentation/d/e/2PACX-1vRs9L2zLNbL92WL9tZv696AOMx3aIGCbg8eeRZJ0eqss1MjA84rLkKf9aWeNAcL0hcylcVDgN38QFFj/pub?start=false&loop=false&delayms=60000","woc2020","",0
"2025-02-18T18:48:10+00:00","xpri.dev","thepythonweek2021","http://xpri.dev/thepythonweek2021","https://docs.google.com/presentation/d/e/2PACX-1vS1eILjTVklObjp0wAvqyKNrRZRvmmCjtHboM7FiSV9OlK4klnNiBtQ8_Ttovoi2vz89qqqcUgscz8X/pub?start=false&loop=false&delayms=60000","thepythonweek2021","",15
"2025-02-18T18:48:09+00:00","xpri.dev","high-availability-ml-system","http://xpri.dev/high-availability-ml-system","https://docs.google.com/presentation/d/e/2PACX-1vRtpKRmmxEbkFxP83YiZwQUCcF0VmxGpKii7OetxwrmHNCBSUCkaJ5leTeQz-X6pFA-ZrK7vztN7Iw6/pub?start=false&loop=false&delayms=60000","high-availability-ml-system","",22
"2025-02-18T18:48:08+00:00","xpri.dev","snu-future-of-tech-2022","http://xpri.dev/snu-future-of-tech-2022","https://docs.google.com/presentation/d/e/2PACX-1vR0_0L9-yzx7UV0vJAvA-hgj0uMANXUJV3ENEpC-HODfK9En_Z91amMRxe-v70foNe_GiJovCgkX3N3/pub?start=false&loop=false&delayms=60000","snu-future-of-tech-2022","",21
"2025-02-18T18:48:08+00:00","xpri.dev","cloud-costs-story","http://xpri.dev/cloud-costs-story","https://docs.google.com/presentation/d/e/2PACX-1vRG8Y52aix3kRjBNpNh9LtoP-HAKqifiAhC3QTIiZzhFliBo0INjuxFgQP-YzCf3nUtGO5mXCTj9I6r/pub?start=false&loop=false&delayms=60000","cloud-costs-story","",31
"2025-02-18T18:48:07+00:00","xpri.dev","gcp-nytimes","http://xpri.dev/gcp-nytimes","https://docs.google.com/presentation/d/e/2PACX-1vTlLF7dcUL9jyg8citDXTffmvffLv49253K25L-3Ov1mFbI-4VBQJWevRpvhX85EElKBakB3nonT_EA/pub?start=false&loop=false&delayms=60000","gcp-nytimes","",13
"2025-02-18T18:48:07+00:00","xpri.dev","cloud-is-all-you-need","http://xpri.dev/cloud-is-all-you-need","https://docs.google.com/presentation/d/e/2PACX-1vSg04sNK_93pOAl-46SUsZBRh68b2ml9tuQz_OibQVkO1PRArOHy1xEEuFd16DIa3858WQWdXjYz1lv/pub?start=false&loop=false&delayms=60000","cloud-is-all-you-need","",38
"2025-02-18T18:48:06+00:00","xpri.dev","neo4j-rootalpha","http://xpri.dev/neo4j-rootalpha","https://docs.google.com/presentation/d/e/2PACX-1vTKrHVIR7dM5I2kk1u9mSQhKHG3VAgV0St1w4dCyNb8EmqEPDILL0mI_ik2KpJwm0-z4_2CNUFEaJu7/pub?start=false&loop=false&delayms=60000","neo4j-rootalpha","",17
"2025-02-18T18:48:05+00:00","xpri.dev","sakey","http://xpri.dev/sakey","https://gist.github.com/xprilion/8853939499ae92504799594e388c215f","sakey","",1
"2025-02-18T18:48:05+00:00","xpri.dev","opportunities-in-it-2022","http://xpri.dev/opportunities-in-it-2022","https://docs.google.com/presentation/d/e/2PACX-1vS6sdNUGhthTLKNxuTjGxAhsOlMmca5Z3Z3gOlJbaqStHUw2Ad1QQ-AYJ1zIEXBi1fUt9utIa2UWRBF/pub?start=false&loop=false&delayms=60000","opportunities-in-it-2022","",13
"2025-02-18T18:48:04+00:00","xpri.dev","nitdgp22","http://xpri.dev/nitdgp22","https://docs.google.com/presentation/d/e/2PACX-1vSvdxXUBMiABsI6XOLxjmDYKpl9DcvB8pJVXYhNTXojV2oYQqAp3FvjXje2p2SZhOu1VmqV8A8KFwJN/pub?start=false&loop=false&delayms=60000","nitdgp22","",13
"2025-02-18T18:48:04+00:00","xpri.dev","icescs2020","http://xpri.dev/icescs2020","https://docs.google.com/presentation/d/e/2PACX-1vQh1Ei45a5cs84fW8LDIjhILwqze-PTGr1w6nwLAOKF4pAFNJSc2JapvQC3zbFyMJF31G1dZZz-y87M/pub?start=false&loop=false&delayms=60000","icescs2020","",0
"2025-02-18T18:48:03+00:00","xpri.dev","fossflow","http://xpri.dev/fossflow","https://t.me/fossflow","fossflow","",0
"2025-02-18T18:48:03+00:00","xpri.dev","seccom2022","http://xpri.dev/seccom2022","https://docs.google.com/presentation/d/e/2PACX-1vQeM6faX2VmkTxbuOA2fLtu1dJMjJFCIzjwsW-ZPWHVo3o_y6NSqZXw9l2iFnnFv0olTTyiKHLzM1AK/pub?start=false&loop=false&delayms=60000","seccom2022","",0
"2025-02-18T18:48:02+00:00","xpri.dev","cv-tutorials-to-fundraising","http://xpri.dev/cv-tutorials-to-fundraising","https://docs.google.com/presentation/d/e/2PACX-1vTnVlW1YDiqc4eJ3hyLA1CYPk0yinzzvYkDyjS3Y158GN7eekcxdt4nWxihJW-nhDYKCyTnlMR6iQEz/pub?start=false&loop=false&delayms=60000","cv-tutorials-to-fundraising","",19
"2025-02-18T18:48:01+00:00","xpri.dev","meet","http://xpri.dev/meet","https://meet.google.com/rxj-gzjp-dhb","meet","",211
"2025-02-18T18:48:01+00:00","xpri.dev","oss-intro-gcelt","http://xpri.dev/oss-intro-gcelt","https://docs.google.com/presentation/d/e/2PACX-1vTBsBShtDpdaa-tKb1TJRMx5hrfNbeNCVaDO3QXj6PZiv2S94jxxZ8pn2ghOEREp1ZS9yzUMk6IXdqK/pub?start=false&loop=false&delayms=60000","oss-intro-gcelt","",0
"2025-02-18T18:48:00+00:00","xpri.dev","hacking-with-gcp","http://xpri.dev/hacking-with-gcp","https://docs.google.com/presentation/d/e/2PACX-1vRziY7Iq_XvkjuC-M2dLioE7-rIMJdY7BKC9gLAI9LqhF2y6QtbwxalkdtjS6KUt-kEyvbdDromUxMF/pub?start=false&loop=false&delayms=60000","hacking-with-gcp","",23
"2025-02-18T18:48:00+00:00","xpri.dev","gcp-job-scheduling","http://xpri.dev/gcp-job-scheduling","https://docs.google.com/presentation/d/e/2PACX-1vSyG_R0uVxxZjvF0HxkWUBbsXHQiKxSffJdG0AlpVBFolMsfJDWD6zUaz1t0REziV00H04gFFKIiXZD/pub?start=false&loop=false&delayms=60000","gcp-job-scheduling","",17
"2025-02-18T18:47:59+00:00","xpri.dev","cloud-run-load-balancer","http://xpri.dev/cloud-run-load-balancer","https://docs.google.com/presentation/d/e/2PACX-1vS-RdDdidU_yMd3KWG61CVvxzOomPstBvY3ltN6qVl48tuOSEjauUIylRXDYtJZpd_urwzQ-tLINOR_/pub?start=false&loop=false&delayms=60000","cloud-run-load-balancer","",20
"2025-02-18T18:47:58+00:00","xpri.dev","tf-ipl-gcp","http://xpri.dev/tf-ipl-gcp","https://docs.google.com/presentation/d/e/2PACX-1vTqu_4ikUNXM4tqVz1qrhTtNlSzAqPv-xs1pcuxDpNVqDhNv919ESG7pwZFmudNJ_0Y1cIPal9vmF19/pub?start=false&loop=false&delayms=60000","tf-ipl-gcp","",18
"2025-02-18T18:47:58+00:00","xpri.dev","intro-to-gcp","http://xpri.dev/intro-to-gcp","https://docs.google.com/presentation/d/e/2PACX-1vRwirk61YCO2H1JnGQS_kvoM-yHx-XbIsgOW5jTTslMrYVIDnWpgQTA98cZfy8tRMMdVHk3X63gzZ_D/pub?start=false&loop=false&delayms=60000","intro-to-gcp","",24
"2025-02-18T18:47:57+00:00","xpri.dev","tedxhit","http://xpri.dev/tedxhit","https://docs.google.com/presentation/d/e/2PACX-1vS2t1B8o96zWVjNcQNk-VP5H3RAvhcyGnp1u4GkjT6pEvEQFW7Qg2dbMjUGLqNBjydxIzeg4l49jR3n/pub?start=false&loop=false&delayms=60000","tedxhit","",1
"2025-02-18T18:47:57+00:00","xpri.dev","io2023","http://xpri.dev/io2023","https://docs.google.com/presentation/d/e/2PACX-1vQ0HIe87X8x3BrgfOAT5Njz_g_j2VB_Ehkn0Glmph1otbM2jD96iOXixmR5k_A6l7XCLnQxa4-D7kTK/pub?start=false&loop=false&delayms=60000","io2023","",20
"2025-02-18T18:47:56+00:00","xpri.dev","genai-as-backend","http://xpri.dev/genai-as-backend","https://docs.google.com/presentation/d/e/2PACX-1vRtc7U0VlCoDZQeeGJKT-WG_HdxwEO_g06uMZ8ycBD5T5DNJtuZLXEsxqN4thpyPWANHH2-1rBCmKUO/pub?start=false&loop=false&delayms=60000","genai-as-backend","",18
"2025-02-18T18:47:56+00:00","xpri.dev","build-serverless","http://xpri.dev/build-serverless","https://docs.google.com/presentation/d/e/2PACX-1vTRVoajHBuKsvWkYhENgoyrgoDHtCyYpTplElXOudyzYTLjepJgh37AY_l_t3hC7Q5XKZFdy8v2My6o/pub?start=false&loop=false&delayms=60000","build-serverless","",0
"2025-02-18T18:47:55+00:00","xpri.dev","genai-with-gcp","http://xpri.dev/genai-with-gcp","https://docs.google.com/presentation/d/e/2PACX-1vSqB4_EsrlukycSGF46iH_P4ACWfYcRZ9P-G9WEZyioje256AOnfU4UuCC16SbZ9vJR0omEbogPp6Cf/pub?start=false&loop=false&delayms=60000","genai-with-gcp","",18
"2025-02-18T18:47:54+00:00","xpri.dev","devfestcbe23","http://xpri.dev/devfestcbe23","https://docs.google.com/presentation/d/e/2PACX-1vSg9cKebtqrhZvbSoZJcvz5dWPKvZaFvy4EIog8YLRgS3gtZSSzQpgoP48NRAc2RUXBUTsQ-HPf2HXX/pub?start=false&loop=false&delayms=60000","devfestcbe23","",0
"2025-02-18T18:47:54+00:00","xpri.dev","tedx","http://xpri.dev/tedx","https://www.youtube.com/watch?v=jgdziM4Y8TA","tedx","",254
"2025-02-18T18:47:53+00:00","xpri.dev","devfest-hong-kong-2023","http://xpri.dev/devfest-hong-kong-2023","https://docs.google.com/presentation/d/e/2PACX-1vSteDEZ-fEQKZS43B0F-sGN84uxMeiAdzkuj5_NTJJX0QdrwBPT1vDWEHBSSyxImDEwzmyU1-x8ujFm/pub?start=false&loop=false&delayms=60000","devfest-hong-kong-2023","",0
"2025-02-18T18:47:53+00:00","xpri.dev","next-devfestkl-2023","http://xpri.dev/next-devfestkl-2023","https://docs.google.com/presentation/d/e/2PACX-1vRbehsGH9IUqVnecYwv_GZIKI01ASqzxm5_hlzNblzlHfSkDSTWFC7uhzc1hrTP8goJHV_0rIuwjNUG/pub?start=false&loop=false&delayms=60000","next-devfestkl-2023","",0
"2025-02-18T18:47:52+00:00","xpri.dev","devfest-yogyakarta-2023","http://xpri.dev/devfest-yogyakarta-2023","https://docs.google.com/presentation/d/e/2PACX-1vRU2lL6XBLBQ_L-PECuE1TcAZd-OA7AtlLT-2_LfpmcIOSEn4PESx1h7O_t4FsfBRcYXbg8ciUJQj7p/pub?start=false&loop=false&delayms=60000","devfest-yogyakarta-2023","",0
"2025-02-18T18:47:51+00:00","xpri.dev","devfestcdg2023","http://xpri.dev/devfestcdg2023","https://docs.google.com/presentation/d/e/2PACX-1vTfw7OsuurVPefYeIjGRHbavVdHWGlurQP4X7SDIT1b6xJaUUnkBIuR1Pp_1ncIqEhK0CfQi_YG2IHG/pub?start=false&loop=false&delayms=60000","devfestcdg2023","",0
"2025-02-18T18:47:51+00:00","xpri.dev","devfest-kl-2023","http://xpri.dev/devfest-kl-2023","https://docs.google.com/presentation/d/e/2PACX-1vREnWCmlIf8_XjhcOlIhrblJ69tnab-m6Lk4-g1-dgYv4Vium5b7a1OYpemeWAzwy4wH8B3l5yLgqAa/pub?start=false&loop=false&delayms=60000","devfest-kl-2023","",29
"2025-02-18T18:47:50+00:00","xpri.dev","devfestnashik2023","http://xpri.dev/devfestnashik2023","https://docs.google.com/presentation/d/e/2PACX-1vQBYJUrMhZqQSSSMnTatV7H7EDCIc7D9kipQI0qsnr9DyqAGeccm7hIhvxjfHP193tlsGjyERvGCbnX/pub?start=false&loop=false&delayms=60000","devfestnashik2023","",0
"2025-02-18T18:47:50+00:00","xpri.dev","demo","http://xpri.dev/demo","https://genai-game-a6ottir2fa-uc.a.run.app/?i=1","demo","",10
"2025-02-18T18:47:49+00:00","xpri.dev","demo2","http://xpri.dev/demo2","https://gemini-multimodal-a6ottir2fa-uc.a.run.app","demo2","",0
"2025-02-18T18:47:49+00:00","xpri.dev","devfestblr2023","http://xpri.dev/devfestblr2023","https://docs.google.com/presentation/d/e/2PACX-1vSdnuF3Ok1w56Qgv6Lm_2G-3yh4LcmFGDnDK9NPFAb3rLM4dCzf8fjQuM9c-a2qpNAL4Bed0SXQsdwO/pub?start=false&loop=false&delayms=60000","devfestblr2023","",0
